load1,load2,load3,load4,load5,load6,load7,label
0,5,8,26,24,0,0,Y1
0,5,8,26,24,0,0,Y1
0,5,8,27,24,0,0,Y1
0,5,8,26,24,0,0,Y1
0,5,8,26,24,0,0,Y1
0,6,8,27,24,0,0,Y1
0,6,8,26,24,0,0,Y1
0,6,8,27,24,0,0,Y1
0,5,8,26,24,0,0,Y1
0,6,8,27,24,0,0,Y1
0,6,8,26,24,0,0,Y1
0,6,8,27,24,0,0,Y1
0,6,8,27,24,0,0,Y1
0,6,8,27,24,0,0,Y1
0,6,8,27,24,0,0,Y1
0,6,8,27,24,0,0,Y1
0,6,7,27,24,0,0,Y1
0,6,7,27,24,0,0,Y1
0,6,7,27,24,0,0,Y1
0,6,7,27,24,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,23,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,26,21,0,0,Y1
0,6,3,26,22,0,0,Y1
0,6,3,27,22,0,0,Y1
0,6,3,27,22,0,0,Y1
0,6,3,26,22,0,0,Y1
0,6,3,27,22,0,0,Y1
0,6,3,26,22,0,0,Y1
0,6,4,27,22,0,0,Y1
0,7,4,27,22,0,0,Y1
0,7,4,28,22,0,0,Y1
0,7,4,28,22,0,0,Y1
0,7,4,28,22,0,0,Y1
0,7,4,28,22,0,0,Y1
0,7,4,28,22,0,0,Y1
0,7,4,28,23,0,0,Y1
0,7,5,28,22,0,0,Y1
0,7,6,27,23,0,0,Y1
1,6,6,24,22,0,0,Y1
0,6,5,24,22,0,0,Y1
0,6,5,24,21,0,0,Y1
0,6,5,24,21,0,0,Y1
0,6,5,24,22,0,0,Y1
0,6,6,24,21,0,0,Y1
1,6,6,24,21,0,0,Y1
1,8,9,25,21,0,0,Y1
1,9,9,25,21,0,0,Y1
2,9,9,25,21,0,0,Y1
2,9,10,25,21,0,0,Y1
2,9,10,25,21,0,0,Y1
2,9,10,25,22,0,0,Y1
2,9,10,25,22,0,0,Y1
2,9,11,26,23,0,0,Y1
1,8,11,26,24,0,0,Y1
1,8,11,26,24,0,0,Y1
1,8,11,26,23,0,0,Y1
1,7,11,26,23,0,0,Y1
1,8,10,26,23,0,0,Y1
1,8,10,26,23,0,0,Y1
1,8,10,26,23,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,3,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,3,26,22,0,0,Y1
0,5,3,26,22,0,0,Y1
0,5,3,26,23,0,0,Y1
0,5,3,26,22,0,0,Y1
0,5,3,26,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,26,22,0,0,Y1
0,5,3,26,22,0,0,Y1
0,5,3,26,22,0,0,Y1
0,5,3,26,23,0,0,Y1
0,5,3,25,23,0,0,Y1
0,4,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,107,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,23,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,4,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,7,4,28,24,0,0,Y1
0,6,4,28,24,0,0,Y1
0,6,4,28,24,0,0,Y1
0,5,4,27,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,27,23,0,0,Y1
0,5,3,27,23,0,0,Y1
0,5,3,26,23,0,0,Y1
0,5,3,26,23,0,0,Y1
0,5,3,26,23,0,0,Y1
0,5,3,26,23,0,0,Y1
0,5,3,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,27,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,4,26,23,0,0,Y1
0,5,3,26,23,0,0,Y1
0,5,4,27,23,0,0,Y1
0,5,4,27,23,0,0,Y1
0,5,3,27,23,0,0,Y1
0,5,4,27,23,0,0,Y1
0,5,4,27,23,0,0,Y1
0,5,4,26,24,0,0,Y1
0,5,5,26,25,0,0,Y1
0,5,5,26,24,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,22,0,0,Y1
0,5,3,25,23,0,0,Y1
0,5,3,25,23,0,0,Y1
0,5,3,25,23,0,0,Y1
0,5,3,25,23,0,0,Y1
0,5,3,25,23,0,0,Y1
0,5,3,25,23,0,0,Y1
0,5,3,25,23,0,0,Y1
0,5,3,25,23,0,0,Y1
0,5,3,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,6,24,24,0,0,Y1
0,4,6,24,24,0,0,Y1
0,4,6,24,24,0,0,Y1
0,4,6,24,24,0,0,Y1
0,4,6,24,24,0,0,Y1
0,4,6,24,24,0,0,Y1
1,4,6,24,24,0,0,Y1
0,4,6,24,24,0,0,Y1
1,4,6,24,24,0,0,Y1
1,4,6,24,24,0,0,Y1
0,4,6,24,24,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,6,24,24,0,0,Y1
0,4,6,24,24,0,0,Y1
0,4,6,24,24,0,0,Y1
0,4,6,24,24,0,0,Y1
0,4,5,23,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
1,4,5,24,23,0,0,Y1
1,4,5,24,23,0,0,Y1
1,4,5,24,-23,0,0,Y1
1,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,5,24,23,0,0,Y1
0,4,3,25,23,0,0,Y1
0,5,4,26,24,0,0,Y1
0,5,3,26,24,0,0,Y1
0,5,4,26,24,0,0,Y1
0,5,4,26,24,0,0,Y1
0,5,4,26,24,0,0,Y1
0,5,4,26,24,0,0,Y1
0,4,4,25,24,0,0,Y1
0,4,5,26,24,0,0,Y1
0,4,5,26,24,0,0,Y1
0,4,5,26,24,0,0,Y1
0,4,5,26,24,0,0,Y1
0,4,5,26,24,0,0,Y1
0,4,5,26,24,0,0,Y1
0,4,5,26,24,0,0,Y1
0,4,5,26,24,0,0,Y1
0,4,5,26,24,0,0,Y1
0,4,5,26,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,6,25,24,0,0,Y1
0,4,6,25,24,0,0,Y1
0,4,6,25,24,0,0,Y1
0,4,6,25,24,0,0,Y1
0,4,6,25,24,0,0,Y1
0,4,6,25,24,0,0,Y1
0,4,6,25,24,0,0,Y1
0,4,6,25,24,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,26,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,23,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,5,25,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,3,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,23,0,0,Y1
0,4,3,24,23,0,0,Y1
0,4,3,24,23,0,0,Y1
0,4,3,24,23,0,0,Y1
0,4,4,24,23,0,0,Y1
0,4,4,24,23,0,0,Y1
0,4,4,24,23,0,0,Y1
0,4,4,24,23,0,0,Y1
0,4,3,25,23,0,0,Y1
0,4,3,25,23,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,24,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,24,25,0,0,Y1
0,3,3,24,25,0,0,Y1
0,3,4,24,25,0,0,Y1
0,3,3,24,25,0,0,Y1
0,3,3,24,25,0,0,Y1
0,3,3,24,25,0,0,Y1
0,3,3,24,25,0,0,Y1
0,3,3,24,25,0,0,Y1
0,3,3,24,25,0,0,Y1
0,3,3,24,25,0,0,Y1
0,3,4,24,25,0,0,Y1
0,3,3,24,25,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,3,4,25,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,4,4,24,24,0,0,Y1
0,3,3,23,24,0,0,Y1
0,3,3,23,24,0,0,Y1
0,3,3,23,24,0,0,Y1
0,3,3,23,24,0,0,Y1
0,3,3,24,24,0,0,Y1
0,3,4,24,24,0,0,Y1
0,3,4,24,24,0,0,Y1
0,3,4,24,24,0,0,Y1
0,3,4,24,24,0,0,Y1
0,3,4,24,24,0,0,Y1
0,3,4,24,24,0,0,Y1
0,3,4,24,24,0,0,Y1
0,3,4,24,24,0,0,Y1
0,3,4,24,24,0,0,Y1
0,3,4,24,24,0,0,Y1
0,3,4,24,24,0,0,Y1
0,4,3,27,26,0,0,Y1
0,4,3,26,26,0,0,Y1
0,4,3,27,26,0,0,Y1
0,3,3,26,26,0,0,Y1
0,4,3,26,25,0,0,Y1
0,4,3,26,25,0,0,Y1
0,4,3,26,25,0,0,Y1
0,4,3,26,25,0,0,Y1
0,4,3,26,25,0,0,Y1
0,4,3,26,25,0,0,Y1
0,4,3,26,25,0,0,Y1
0,4,3,26,25,0,0,Y1
0,3,3,26,26,0,0,Y1
0,4,3,26,26,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,4,3,25,25,0,0,Y1
0,4,3,25,25,0,0,Y1
0,4,3,24,25,0,0,Y1
0,3,3,24,24,0,0,Y1
0,3,3,24,25,0,0,Y1
0,3,3,24,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
0,3,3,25,25,0,0,Y1
3,16,14,30,20,0,0,Y2
3,16,14,30,20,0,0,Y2
3,16,14,30,20,0,0,Y2
3,16,14,30,20,0,0,Y2
3,16,14,30,20,0,0,Y2
3,17,15,31,20,0,0,Y2
4,17,15,29,20,0,0,Y2
4,17,15,29,20,0,0,Y2
4,17,15,28,20,0,0,Y2
4,17,15,28,20,0,0,Y2
4,17,15,28,20,0,0,Y2
4,17,15,28,20,0,0,Y2
4,17,15,28,20,0,0,Y2
4,17,15,28,20,0,0,Y2
4,17,15,29,19,0,0,Y2
4,17,15,28,20,0,0,Y2
4,14,16,25,21,0,0,Y2
4,14,17,25,23,0,0,Y2
4,13,18,25,23,0,0,Y2
4,13,18,25,23,0,0,Y2
4,14,18,24,23,0,0,Y2
4,13,18,24,23,0,0,Y2
4,14,18,24,23,0,0,Y2
4,13,18,24,23,0,0,Y2
4,14,18,24,23,0,0,Y2
4,14,18,25,24,0,0,Y2
4,13,18,25,24,0,0,Y2
4,13,18,24,23,0,0,Y2
4,13,18,24,23,0,0,Y2
4,13,18,25,24,0,0,Y2
3,12,18,25,24,0,0,Y2
3,13,18,25,24,0,0,Y2
3,13,18,25,24,0,0,Y2
4,13,18,25,24,0,0,Y2
4,13,18,25,23,0,0,Y2
3,13,18,25,23,0,0,Y2
4,13,18,25,23,0,0,Y2
3,13,18,24,23,0,0,Y2
3,13,18,25,23,0,0,Y2
3,13,18,25,23,0,0,Y2
3,13,17,25,22,0,0,Y2
3,16,14,30,19,0,0,Y2
3,17,14,30,19,0,0,Y2
3,17,13,31,19,0,0,Y2
3,17,13,31,19,0,0,Y2
3,17,14,30,19,0,0,Y2
3,17,14,30,20,0,0,Y2
3,17,14,30,20,0,0,Y2
3,16,14,30,20,0,0,Y2
3,16,14,30,20,0,0,Y2
3,16,14,30,21,0,0,Y2
3,16,14,30,20,0,0,Y2
3,17,14,30,20,0,0,Y2
3,16,14,30,20,0,0,Y2
3,16,14,31,20,0,0,Y2
3,17,14,30,20,0,0,Y2
4,13,19,25,26,0,0,Y2
4,13,19,25,26,0,0,Y2
4,13,19,25,25,0,0,Y2
4,13,19,25,25,0,0,Y2
4,13,18,26,25,0,0,Y2
4,13,19,26,26,0,0,Y2
4,13,20,27,26,0,0,Y2
4,14,20,28,27,0,0,Y2
4,14,20,27,26,0,0,Y2
4,13,19,26,25,0,0,Y2
3,12,18,24,25,0,0,Y2
4,12,17,25,24,0,0,Y2
4,13,17,24,24,0,0,Y2
4,13,17,24,24,0,0,Y2
4,12,18,24,24,0,0,Y2
4,14,19,26,24,0,0,Y2
4,16,19,28,24,0,0,Y2
4,15,18,28,23,0,0,Y2
5,14,17,24,21,0,0,Y2
5,13,17,24,21,0,0,Y2
5,13,17,23,21,0,0,Y2
5,13,17,23,21,0,0,Y2
4,13,17,24,21,0,0,Y2
4,14,18,24,21,0,0,Y2
4,13,17,24,22,0,0,Y2
4,14,18,24,21,0,0,Y2
4,13,17,24,21,0,0,Y2
4,14,17,24,21,0,0,Y2
4,13,17,24,21,0,0,Y2
4,14,17,24,21,0,0,Y2
4,14,18,24,22,0,0,Y2
4,14,18,24,21,0,0,Y2
4,14,17,24,22,0,0,Y2
4,14,17,24,22,0,0,Y2
4,14,17,24,21,0,0,Y2
4,13,17,24,21,0,0,Y2
4,14,17,24,21,0,0,Y2
4,13,17,24,21,0,0,Y2
4,13,17,24,21,0,0,Y2
4,15,15,27,18,0,0,Y2
4,17,14,29,19,0,0,Y2
4,17,14,29,19,0,0,Y2
4,18,14,29,18,0,0,Y2
4,17,14,29,19,0,0,Y2
4,17,14,29,19,0,0,Y2
4,17,14,29,19,0,0,Y2
4,17,14,29,19,0,0,Y2
4,17,14,29,19,0,0,Y2
4,17,14,29,19,0,0,Y2
4,17,15,29,19,0,0,Y2
4,12,16,25,23,0,0,Y2
4,12,16,25,22,0,0,Y2
4,14,17,29,25,0,0,Y2
4,14,19,27,25,0,0,Y2
4,14,17,25,24,0,0,Y2
4,13,17,25,25,0,0,Y2
4,13,17,25,24,0,0,Y2
4,13,17,25,25,0,0,Y2
4,13,18,25,25,0,0,Y2
4,14,17,25,24,0,0,Y2
4,14,17,25,24,0,0,Y2
4,13,17,25,24,0,0,Y2
4,13,17,25,24,0,0,Y2
4,13,17,25,25,0,0,Y2
4,13,18,26,26,0,0,Y2
4,12,22,29,29,0,0,Y2
4,12,20,30,29,0,0,Y2
3,16,16,32,29,0,0,Y2
3,16,18,31,30,0,0,Y2
4,15,18,29,28,0,0,Y2
4,15,17,26,23,0,0,Y2
4,15,16,26,22,0,0,Y2
4,13,17,25,25,0,0,Y2
4,13,21,26,28,0,0,Y2
4,14,20,27,27,0,0,Y2
4,14,19,27,24,0,0,Y2
4,13,18,27,23,0,0,Y2
4,13,17,27,23,0,0,Y2
4,13,17,27,23,0,0,Y2
4,13,17,27,23,0,0,Y2
4,13,17,27,23,0,0,Y2
4,13,17,27,23,0,0,Y2
4,13,17,27,23,0,0,Y2
4,13,18,26,23,0,0,Y2
4,13,17,26,23,0,0,Y2
4,13,16,26,22,0,0,Y2
4,13,17,25,24,0,0,Y2
4,14,20,27,27,0,0,Y2
4,14,20,27,27,0,0,Y2
4,14,20,27,27,0,0,Y2
4,15,20,28,27,0,0,Y2
4,15,20,28,27,0,0,Y2
4,15,20,28,26,0,0,Y2
4,15,20,28,27,0,0,Y2
4,15,20,28,27,0,0,Y2
4,15,20,28,26,0,0,Y2
4,15,20,29,26,0,0,Y2
4,15,20,29,27,0,0,Y2
4,15,20,28,26,0,0,Y2
4,15,19,27,25,0,0,Y2
4,13,16,25,22,0,0,Y2
4,14,15,25,21,0,0,Y2
4,14,15,25,21,0,0,Y2
4,14,15,25,21,0,0,Y2
4,14,16,25,22,0,0,Y2
4,13,16,25,22,0,0,Y2
4,13,15,25,22,0,0,Y2
4,13,15,25,22,0,0,Y2
4,13,15,25,22,0,0,Y2
4,13,15,25,22,0,0,Y2
4,13,15,25,22,0,0,Y2
4,13,15,25,22,0,0,Y2
4,13,15,25,22,0,0,Y2
4,13,15,25,22,0,0,Y2
4,13,15,25,22,0,0,Y2
4,13,15,25,21,0,0,Y2
4,13,15,25,22,0,0,Y2
4,13,15,25,22,0,0,Y2
4,13,15,25,22,0,0,Y2
4,13,16,25,23,0,0,Y2
4,13,16,26,25,0,0,Y2
4,13,16,27,25,0,0,Y2
4,13,15,25,23,0,0,Y2
4,12,15,25,23,0,0,Y2
3,12,15,25,23,0,0,Y2
4,12,15,25,23,0,0,Y2
4,12,15,25,22,0,0,Y2
4,12,15,24,22,0,0,Y2
4,13,16,25,22,0,0,Y2
4,13,16,24,22,0,0,Y2
4,12,16,24,23,0,0,Y2
4,13,16,25,22,0,0,Y2
4,13,16,25,22,0,0,Y2
4,13,16,25,22,0,0,Y2
4,13,16,25,22,0,0,Y2
4,13,16,26,22,0,0,Y2
4,13,15,26,22,0,0,Y2
4,13,16,26,23,0,0,Y2
4,15,17,29,27,0,0,Y2
4,14,18,28,26,0,0,Y2
4,14,17,27,24,0,0,Y2
4,14,17,26,23,0,0,Y2
4,14,17,26,23,0,0,Y2
4,13,18,26,24,0,0,Y2
4,13,18,26,25,0,0,Y2
4,12,17,26,24,0,0,Y2
3,12,16,26,24,0,0,Y2
4,12,17,26,24,0,0,Y2
3,12,17,26,24,0,0,Y2
3,12,16,26,24,0,0,Y2
3,14,13,30,23,0,0,Y2
3,14,13,30,23,0,0,Y2
3,15,13,30,23,0,0,Y2
4,15,13,30,23,0,0,Y2
3,14,13,29,24,0,0,Y2
3,12,14,26,24,0,0,Y2
4,12,15,25,24,0,0,Y2
4,13,14,26,24,0,0,Y2
4,13,14,26,24,0,0,Y2
3,12,14,25,25,0,0,Y2
3,11,14,25,25,0,0,Y2
3,11,13,25,24,0,0,Y2
3,11,13,25,24,0,0,Y2
3,11,13,25,23,0,0,Y2
3,13,11,28,22,0,0,Y2
3,12,12,28,23,0,0,Y2
3,13,12,28,23,0,0,Y2
3,13,13,28,23,0,0,Y2
3,13,13,28,24,0,0,Y2
3,13,13,28,23,0,0,Y2
3,13,13,28,23,0,0,Y2
3,13,13,28,23,0,0,Y2
3,13,13,28,23,0,0,Y2
3,13,13,28,23,0,0,Y2
3,13,13,28,23,0,0,Y2
3,13,13,28,24,0,0,Y2
3,13,13,28,24,0,0,Y2
3,13,13,28,22,0,0,Y2
3,13,12,27,23,0,0,Y2
3,12,13,26,24,0,0,Y2
4,12,14,26,24,0,0,Y2
3,11,13,25,25,0,0,Y2
3,12,13,25,24,0,0,Y2
3,10,13,24,24,0,0,Y2
3,10,12,24,23,0,0,Y2
3,11,13,24,23,0,0,Y2
3,10,12,24,24,0,0,Y2
3,10,12,24,24,0,0,Y2
3,10,12,24,24,0,0,Y2
3,10,13,24,24,0,0,Y2
3,10,13,24,24,0,0,Y2
3,10,13,24,24,0,0,Y2
3,10,12,24,24,0,0,Y2
3,10,12,24,24,0,0,Y2
3,10,12,23,23,0,0,Y2
3,11,12,24,22,0,0,Y2
3,12,12,26,22,0,0,Y2
3,13,13,27,24,0,0,Y2
3,12,15,27,26,0,0,Y2
4,13,16,26,23,0,0,Y2
3,14,11,30,23,0,0,Y2
3,14,11,30,23,0,0,Y2
3,14,11,30,23,0,0,Y2
3,15,8,29,21,0,0,Y2
3,15,8,29,21,0,0,Y2
3,15,8,29,22,0,0,Y2
3,15,9,28,22,0,0,Y2
3,13,9,28,21,0,0,Y2
3,15,8,31,21,0,0,Y2
3,15,8,31,21,0,0,Y2
1,16,22,28,27,0,0,Y2
1,16,22,28,27,0,0,Y2
4,13,19,24,25,0,0,Y2
4,13,19,24,25,0,0,Y2
5,14,19,24,25,0,0,Y2
5,14,19,24,26,0,0,Y2
5,15,22,27,28,0,0,Y2
4,16,22,28,28,0,0,Y2
4,15,22,27,27,0,0,Y2
3,15,22,26,27,0,0,Y2
3,15,22,26,27,0,0,Y2
3,15,22,26,27,0,0,Y2
3,15,22,26,27,0,0,Y2
3,15,22,26,27,0,0,Y2
3,15,22,26,27,0,0,Y2
3,15,22,26,27,0,0,Y2
3,15,22,26,27,0,0,Y2
4,16,22,28,27,0,0,Y2
3,16,22,28,27,0,0,Y2
3,15,22,28,27,0,0,Y2
3,16,22,28,28,0,0,Y2
3,16,22,28,27,0,0,Y2
3,17,21,29,27,0,0,Y2
3,17,21,29,26,0,0,Y2
3,17,21,29,27,0,0,Y2
3,17,21,29,27,0,0,Y2
3,17,21,29,27,0,0,Y2
3,17,21,29,26,0,0,Y2
3,17,21,29,26,0,0,Y2
3,17,21,29,26,0,0,Y2
3,17,21,29,26,0,0,Y2
3,17,21,29,26,0,0,Y2
